name,ncopt,ntopt
MSauthEntry,0.151335,2
MSvalidateidEntry,0.042863,2
MSviewprofileEntry,0.049631,2
MSupdateprofileEntry,0.172402,2
MSupdateMilesEntry,0.114773,2
MSbookflightsEntry,0.168560,3
MScancelbookingEntry,0.048870,3
MSqueryflightsEntry,0.055569,2
MSgetrewardmilesEntry,0.146661,2
